,PID,BAI,PARCELID,PROPLOC,SUBDIV,LAND_ASSESS,IMPROV_ASSESS,TOTAL_ASSESS,CITY,STATE,ZIP,SALE_DATE,SALE_PRICE,IMPROVE_VACANT,DEED,YR_BUILT,STYLE,GRADE,ROOF_STRUCT,ROOF_COVER,EXT_WALLCOV,HEAT_FUEL,AC_TYPE,INT_FLOOR,NUM_BED,NUM_BATH,LIVING_SQFT,ACRES,ZONING,UTILITIES,STREET_QUALITY
8604,10244,226290,H19-2254-3312,11341 ROYAL LN ,BRICKSHIRE,54100,296400,350500,PROVIDENCE FORGE,VA,23140,2020-09-03,322250.0,I,,2005.0,Transitional 2+ Sty,C,Gable,Dimen Shingle,Cement Board,Gas/Elec,Central,Hardwood,4.0,2.0,2616.0,0.39,PUD,All Public,Paved
8605,10245,226291,H19-2331-3288,11361 ROYAL LN ,BRICKSHIRE,62900,561800,624700,PROVIDENCE FORGE,VA,23140,2016-06-20,0.0,I,DEED OF GRANTOR TO TRUSTEE; NO CONSIDERATION,2006.0,Transitional 1 Sty,B,Gable,Dimen Shingle,Brick,Gas/Elec,Central,Hardwood,4.0,3.0,2899.0,0.41,PUD,All Public,Paved
8606,10246,226292,H19-2406-3262,11381 ROYAL LN,BRICKSHIRE,63800,0,63800,RICHMOND,VA,23230,2005-07-11,111500.0,V,,0.0,,,,,,,,,,,0.0,0.44,PUD,,Paved
8607,10248,226294,H19-2534-3485,11400 ROYAL LN ,BRICKSHIRE,45200,463700,508900,PROVIDENCE FORGE,VA,23140,2020-11-24,0.0,I,DEED OF CONSOLIDATION LOTS 41&42,2006.0,Colonial,C++,Gable,Dimen Shingle,Cement Board,Electric,Central,Hardwood,5.0,3.0,4252.0,0.551,PUD,All Public,Paved
8608,10250,226296,H19-2538-3604,5711 REGAL LN ,BRICKSHIRE,40300,404100,444400,PROVIDENCE FORGE,VA,23140,2016-11-01,368000.0,I,DEED DATED 02/29/16,2006.0,Colonial,C,Gable,Dimen Shingle,Cement Board,Electric,Heat Pump,Hardwood,4.0,3.0,3418.0,0.35,PUD,"Public Water,Public Sewer",Paved
8609,10251,226297,H19-2573-3684,5721 REGAL LN ,BRICKSHIRE,43600,0,43600,MARSHALL,VA,20115,2015-06-03,21000.0,V,,0.0,,,,,,,,,,,0.0,0.47,PUD,,Paved
8610,10252,226298,H19-2566-3770,5731 REGAL LN,BRICKSHIRE,63200,0,63200,MARSHALL,VA,20115,2016-04-19,33000.0,V,PROPERTY NOT MARKETED; GRANTEE OWNS ADJACENT LOT,0.0,,,,,,,,,,,0.0,0.42,PUD,,Paved
8611,10253,226299,H19-2573-3849,5741 REGAL LN,BRICKSHIRE,60400,414300,474700,PROVIDENCE FORGE,VA,23140,2014-05-15,0.0,I,,2002.0,Transitional 1 Sty,C,Gable,Dimen Shingle,Brick,Electric,Central,Hardwood,3.0,3.0,3553.0,0.36,PUD,All Public,Paved
8612,10254,226300,H19-2593-3925,5751 REGAL LN ,BRICKSHIRE,59800,0,59800,MIDLOTHIAN,VA,23112,2020-11-19,35000.0,V,,0.0,,,,,,,,,,,0.0,0.35,PUD,,Paved
8613,10255,226301,H19-2611-4002,5761 REGAL LN,BRICKSHIRE,60900,419900,480800,PROVIDENCE FORGE,VA,23140,2010-07-12,,V,,2001.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Brick,Gas,Central,Hardwood,4.0,3.0,3891.0,0.37,PUD,All Public,Paved
8614,10256,226302,H19-2628-4082,5781 REGAL LN ,BRICKSHIRE,62900,365300,428200,PROVIDENCE FORGE,VA,23140,2020-11-13,373421.0,I,,2020.0,Transitional 1 Sty,C++,Gable,Dimen Shingle,Cement Board,Electric,Heat Pump,Hardwood,3.0,2.0,2264.0,0.41,PUD,,Paved
8615,10257,226303,H19-2642-4163,5801 REGAL LN ,BRICKSHIRE,61500,422200,483700,PROVIDENCE FORGE,VA,23140,2000-10-03,57900.0,V,,2003.0,Transitional 1 Sty,C,Gable,Dimen Shingle,Brick,Gas/Elec,Central,Hardwood,3.0,3.0,3144.0,0.38,PUD,All Public,Paved
8616,10258,226304,H19-2659-4242,5811 REGAL LN ,BRICKSHIRE,65800,0,65800,PROVIDENCE FORGE,VA,23140,2021-12-21,66000.0,V,,0.0,,,,,,,,,,,0.0,0.51,PUD,,Paved
8617,10259,226305,H19-2634-4369,5821 REGAL LN,BRICKSHIRE,40200,342000,382200,PROVIDENCE FORGE,VA,23140,2019-09-19,347500.0,I,,2006.0,Transitional 2+ Sty,C,Gable,Dimen Shingle,Brick,Gas,Central,Hardwood,5.0,3.0,3354.0,0.29,PUD,All Public,Paved
8618,10260,226306,H19-2754-4314,11421 REGAL TE ,BRICKSHIRE,59600,387100,446700,SARASOTA,FL,34243,2019-10-02,0.0,I,,2006.0,Colonial,C++,Gable,Dimen Shingle,Brick,Gas,Central,Hardwood,3.0,2.0,2544.0,0.3,PUD,All Public,Paved
8619,10262,226308,H19-2876-4440,11420 REGAL TE,BRICKSHIRE,100100,426100,526200,PROVIDENCE FORGE,VA,23140,2021-01-28,523545.0,I,,2021.0,Craftsman,C,Gable,Dimen Shingle,Cement Board,Electric,Heat Pump,Hardwood,5.0,4.0,3613.0,1.03,PUD,,Paved
8620,10264,226310,H19-2834-4580,5861 REGAL LN ,BRICKSHIRE,103500,529600,633100,PROVIDENCE FORGE,VA,23140,2006-11-21,195000.0,V,,2007.0,Transitional 2+ Sty,C++,Hip,Dimen Shingle,Cement Board,Gas/Elec,Central,Hardwood,4.0,3.0,3488.0,0.9,PUD,,Paved
8621,10265,226311,H19-2774-4728,5881 REGAL LN ,BRICKSHIRE,93500,522400,615900,PROVIDENCE FORGE,VA,23140,2015-09-10,456000.0,I,,2003.0,Transitional 2+ Sty,C,Hip,Dimen Shingle,Brick,Gas,Central,Carpet,3.0,3.0,4315.0,0.81,PUD,"All Public,Electric",Paved
8622,10266,226312,H19-2701-4852,5880 REGAL LN ,BRICKSHIRE,65600,0,65600,MIDLOTHIAN,VA,23113,2021-09-24,65000.0,V,,0.0,,,,,,,,,,,0.0,0.7,PUD,,Paved
8623,10267,226313,H19-2544-4677,5860 REGAL LN ,BRICKSHIRE,66300,406200,472500,PROVIDENCE FORGE,VA,23140,2015-12-15,386050.0,I,,2002.0,Transitional 1 Sty,C,Hip,Dimen Shingle,Cement Board,Gas,Central,Hardwood,3.0,1.0,1735.0,0.53,PUD,All Public,Paved
8624,10268,226314,H19-2516-4550,5840 REGAL LN ,BRICKSHIRE,59800,0,59800,GLEN ALLEN,VA,23059,2010-11-03,52000.0,V,,0.0,,,,,,,,,,,0.0,0.35,PUD,,Paved
8625,10269,226315,H19-2486-4468,5830 REGAL LN,BRICKSHIRE,59800,0,59800,RICHMOND,VA,23230,2005-07-11,105000.0,V,,0.0,,,,,,,,,,,0.0,0.35,PUD,,Paved
8626,10270,226316,H19-2447-4388,5820 REGAL LN,BRICKSHIRE,52300,0,52300,MECHANICSVILLE,VA,23116,2021-08-16,52000.0,V,,0.0,,,,,,,,,,,0.0,0.37,PUD,,Paved
8627,10271,226317,H19-2413-4299,5810 REGAL LN ,BRICKSHIRE,55100,323700,378800,PROVIDENCE FORGE,VA,23140,2021-07-06,373938.0,I,,2021.0,Transitional 2+ Sty,C++,Gable,Dimen Shingle,Cement Board,Gas/Elec,Central,Hardwood,3.0,2.0,2285.0,0.42,PUD,,Paved
8628,10272,226318,H19-2396-4209,5800 REGAL LN,BRICKSHIRE,65400,0,65400,MECHANICSVILLE,VA,23111,2021-10-08,67500.0,V,,0.0,,,,,,,,,,,0.0,0.39,PUD,,Paved
8629,10273,226319,H19-2385-4128,5780 REGAL LN ,BRICKSHIRE,63200,372200,435400,PROVIDENCE FORGE,VA,23140,2016-01-05,31500.0,V,,2018.0,Transitional 2+ Sty,C,Gable,Dimen Shingle,Cement Board,Electric,Heat Pump,Hardwood,4.0,3.0,3101.0,0.42,PUD,,Paved
8630,10274,226320,H19-2375-4055,5760 REGAL LN ,BRICKSHIRE,55100,428800,483900,PROVIDENCE FORGE,VA,23140,2021-02-26,479000.0,I,NOT LISTED,2006.0,Transitional 2+ Sty,C,Hip,Dimen Shingle,Brick,Electric,Heat Pump,Hardwood,4.0,3.0,4390.0,0.42,PUD,"All Public,Gas",Paved
8631,10275,226321,H19-2359-3982,5750 REGAL LN ,BRICKSHIRE,61500,0,61500,MECHANICSVILLE,VA,23111,2021-08-26,318000.0,V,"SALES INCLUDES PIDS 10219, 10237, 10275, 10479, 11036, 100212",0.0,,,,,,,,,,,0.0,0.38,PUD,,Paved
8632,10276,226322,H19-2343-3904,5740 REGAL LN,BRICKSHIRE,60400,0,60400,BURKE,VA,22015,2000-09-01,56900.0,V,,0.0,,,,,,,,,,,0.0,0.36,PUD,,Paved
8633,10277,226323,H19-2325-3824,5730 REGAL LN,BRICKSHIRE,49800,0,49800,MIDLOTHIAN,VA,23112,2021-09-08,47000.0,V,,0.0,,,,,,,,,,,0.0,0.35,PUD,,Paved
8634,10278,226324,H19-2306-3746,5720 REGAL LN ,BRICKSHIRE,59800,0,59800,RICHMOND,VA,23233,2020-09-21,27500.0,V,,0.0,,,,,,,,,,,0.0,0.35,PUD,,Paved
8635,10279,226325,H19-2289-3660,5710 REGAL LN ,BRICKSHIRE,59800,457200,517000,PROVIDENCE FORGE,VA,23140,2018-05-18,394000.0,I,,2002.0,Colonial,C++,Hip,Dimen Shingle,Brick,Electric,Central,Hardwood,4.0,3.0,2823.0,0.34,PUD,All Public,Paved
8636,10280,226326,H19-2311-3530,5700 REGAL LN ,BRICKSHIRE,40100,0,40100,MIDLOTHIAN,VA,23113,2021-04-02,35000.0,V,,0.0,,,,,,,,,,,0.0,0.27,PUD,,Paved
8637,10281,226327,H19-2221-3548,11320 ROYAL LN ,BRICKSHIRE,64200,315500,379700,PROVIDENCE FORGE,VA,23140,2019-09-05,324000.0,I,,2001.0,Transitional 1 Sty,C,Gable,Dimen Shingle,Brick,Electric,Central,Hardwood,4.0,2.0,2316.0,0.29,PUD,All Public,Paved
8638,10282,226328,L20-2249-1530,12000 CUMBERLAND ESTATES RD ,CUMBERLAND ESTATES,97200,217600,314800,NEW KENT,VA,23124,2004-05-07,184080.0,I,,2004.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1670.0,6.57,A1,"Well,Septic",gravel
8639,10283,226329,L20-2347-1146,11950 CUMBERLAND ESTATES RD ,CUMBERLAND ESTATES,97200,233800,331000,NEW KENT,VA,23124,2004-04-16,215670.0,I,,2004.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,3.0,1904.0,6.58,A1,"Well,Septic,Electric",gravel
8640,10284,226331,L20-2019-1042,11850 CUMBERLAND ESTATES RD ,CUMBERLAND ESTATES,97200,207400,304600,NEW KENT,VA,23124,2003-12-23,171125.0,I,,2003.0,Ranch,C,Hip,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1522.0,6.58,A1,"Well,Septic,Electric",gravel
8641,10285,226332,L20-1766-0893,11800 CUMBERLAND ESTATES RD ,CUMBERLAND ESTATES,97200,236900,334100,NEW KENT,VA,23124,2003-10-20,187358.0,V,,2003.0,Ranch,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,3.0,2082.0,6.57,A1,"Well,Septic,Electric",gravel
8642,10286,226333,L20-1442-0192,11787 CUMBERLAND ESTATES RD ,CUMBERLAND ESTATES,94900,211700,306600,NEW KENT,VA,23124,2014-02-03,225000.0,I,,2004.0,Ranch,C,Hip,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1993.0,6.2,A1,"Septic,Well",gravel
8643,10287,226334,L20-1303-0347,11773 CUMBERLAND ESTATES RD ,CUMBERLAND ESTATES,94900,200600,295500,NEW KENT,VA,23124,2003-12-08,169775.0,I,,2003.0,Ranch,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1510.0,6.2,A1,"Well,Septic,Electric",gravel
8644,10288,226335,L20-1176-0513,11765 CUMBERLAND ESTATES RD ,CUMBERLAND ESTATES,94900,185000,279900,NEW KENT,VA,23124,2005-11-30,245000.0,I,,2004.0,Colonial,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1660.0,6.2,A1,"Well,Septic",gravel
8645,10289,226336,L20-1020-0691,11749 CUMBERLAND ESTATES RD ,CUMBERLAND ESTATES,77700,311900,389600,NEW KENT,VA,23124,2021-05-03,385000.0,I,,2004.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,3.0,1760.0,6.200023,A1,"Well,Septic,Electric",gravel
8646,10290,226337,K20-1892-5037,CUMBERLAND ESTATES RD,CUMBERLAND ESTATES,199100,0,199100,NEW KENT,VA,23124,2002-08-13,67000.0,V,,0.0,,,,,,,,,,,0.0,25.1,A1,,gravel
8647,10291,226338,I07-2186-2955,3791 POCAHONTAS TL,POCOHANTAS STATION,120900,424700,545600,QUINTON,VA,23141,2003-06-30,388375.0,I,,2001.0,Transitional 2+ Sty,B-,Hip,Dimen Shingle,Brick,Electric,Central,Carpet,3.0,3.0,3858.0,3.01,A1,"Well,Septic,Electric",Paved
8648,10292,226339,I07-2591-2851,6449 POCAHONTAS TL ,POCOHANTAS STATION,119700,0,119700,QUINTON,VA,23141,2021-12-13,120000.0,V,"GRANTEES ADDRESS VACANT LOT-NBA
NOT LISTED",0.0,,,,,,,,,,,0.0,2.26,A1,,Paved
8649,10293,226340,I07-2485-2569,6401 POCAHONTAS STATION RD ,POCOHANTAS STATION,104700,319500,424200,QUINTON,VA,23141,2007-08-08,358000.0,I,,2001.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,3.0,2524.0,2.36,A1,"Well,Septic,Electric",gravel
8650,10294,226341,I07-2059-2687,6400 POCAHONTAS STATION RD,POCOHANTAS STATION,90900,233300,324200,QUINTON,VA,23141,2004-10-19,,V,,2001.0,Modern Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1616.0,2.02,A1,"Well,Septic,Electric",gravel
8651,10295,226342,I06-2482-3821,POCAHONTAS TL ,POCOHANTAS STATION,262400,0,262400,MECHANICSVILLE,VA,23116,,0.0,V,,0.0,,,,,,,,,,,0.0,15.01,BUS,,Paved
8652,10296,226343,I06-2917-3660,POCAHONTAS TL ,POCOHANTAS STATION,251200,0,251200,MECHANICSVILLE,VA,23116,,0.0,V,,0.0,,,,,,,,,,,0.0,15.01,BUS,,Paved
8653,10297,226344,I06-3393-3551,POCAHONTAS TL,POCOHANTAS STATION,229200,0,229200,MECHANICSVILLE,VA,23116,,0.0,V,,0.0,,,,,,,,,,,0.0,14.43,BUS,,Paved
8654,10298,226345,I06-3843-3382,POCAHONTAS TL,POCOHANTAS STATION,246100,0,246100,MECHANICSVILLE,VA,23116,,0.0,V,,0.0,,,,,,,,,,,0.0,16.01,BUS,,Paved
8655,10299,226346,I07-0492-3144,POCAHONTAS TL,POCOHANTAS STATION,244400,0,244400,MECHANICSVILLE,VA,23116,2012-10-10,0.0,V,,0.0,,,,,,,,,,,0.0,15.0,BUS,,Paved
8656,10300,226347,I07-0992-2885,POCAHONTAS TL ,POCOHANTAS STATION,670600,0,670600,GLOUCESTER,VA,23061,2019-11-22,0.0,V,TM# INCORRECT ON DEED,0.0,,,,,,,,,,,0.0,15.01,BUS,,Paved
8657,10301,226348,I07-1509-2725,3601 POCAHONTAS TL ,POCOHANTAS STATION,159100,332300,491400,QUINTON,VA,23141,2014-04-11,322000.0,I,,2001.0,Modified Ranch,C++,Hip,Dimen Shingle,Brick,Electric,Central,Carpet,3.0,2.0,2626.0,15.03,A1,"Well,Septic,Electric",Paved
8658,10302,226349,I07-1920-2437,6360 POCAHONTAS STATION RD ,POCOHANTAS STATION,82100,280000,362100,QUINTON,VA,23141,2013-12-26,60000.0,V,,2014.0,Craftsman,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,2692.0,3.0,A1,,gravel
8659,10303,226350,I07-2958-2701,6421 MATACHANNA LN ,POCOHANTAS STATION,76800,251100,327900,QUINTON,VA,23141,2017-07-10,0.0,I,DEED OF TRUSTEES OF REVOCABLE INTER VIVOS TRUST; GRANTORS TO TRUSTEES; NO CONSIDERATION,2003.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,2024.0,2.01,A1,"Well,Septic,Electric","gravel,Paved"
8660,10304,226355,K16-2333-1938,9255 ORDINARY LN ,POINDEXTER,71100,254000,325100,PROVIDENCE FORGE,VA,23140,,0.0,V,,2000.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,2.0,1636.0,2.25,A1,"Well,Septic,Electric",Paved
8661,10305,226356,K16-1804-1658,9252 ORDINARY LN ,POINDEXTER,80400,289200,369600,NEW KENT,VA,23124,2021-11-22,375000.0,I,,2001.0,Modern Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1596.0,3.787,A1,"Well/Septic,Electric",",Paved"
8662,10306,226358,M11-1823-4501,10015 TUNSTALL RD ,ADJ HOUSTON,82100,423300,505400,NEW KENT,VA,23124,,0.0,,,2003.0,Colonial,C++,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Hardwood,4.0,3.0,2572.0,2.79,A1,"Well,Septic,Electric",gravel
8663,10307,226351,M27-0097-1455,9220 HILL FARM RD ,PT OF RIVER FARM,115500,565000,680500,LANEXA,VA,23089,2014-08-19,0.0,V,DEED OF GIFT,2015.0,Cape Cod,C++,Gable,Dimen Shingle,Brick,Gas/Elec,Central,Hardwood,4.0,3.0,3675.0,1.4,A1,,Dirt
8664,10308,226352,M27-0281-1539,HILL FARM ,PT OF RIVER VIEW FARM,100800,0,100800,WEST POINT,VA,23181,,0.0,,,0.0,,,,,,,,,,,0.0,1.4,A1,,Dirt
8665,10309,226353,M27-0455-1626,9230 HILL FARM RD ,PT OF RIVER VIEW FARM,100800,16500,117300,CHESTERFIELD,VA,23832,2015-10-06,0.0,V,NO CONSIDERATION,0.0,,,,,,,,,,,0.0,1.4,A1,,Dirt
8666,10310,226354,M27-0636-1712,HILL FARM RD,PT OF RIVER VIEW FARM,115500,0,115500,WEST POINT,VA,23181,,0.0,V,,0.0,,,,,,,,,,,0.0,1.4,A1,,Dirt
8667,10311,226359,J22-0081-4435,12880 NEW KENT HW,N OF RT 249 LOT 3,71700,212800,284500,LANEXA,VA,23089,,0.0,,,2002.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Central,Carpet,3.0,2.0,1296.0,2.36,A1,"Well,Septic,Electric",Paved
8668,10312,226360,J21-1993-1658,7053 SHOOTER RUN RD ,ADJ R WILSON,62500,206300,268800,NEW KENT,VA,23124,2020-09-15,0.0,I,SURVIVORSHIP-DOD 9/15/20,2000.0,Ranch,C,Hip,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,2.0,1896.0,2.65,A1,"Well,Septic,Electric",gravel
8669,10313,226362,D26-0826-0142,R/W OFF CARTER RD ,DIASCUND ESTATES,88600,0,88600,LANEXA,VA,23089,2001-03-22,0.0,V,DEED OF GIFT,0.0,,,,,,,,,,,0.0,5.0,A1,,
8670,10314,226361,D26-0429-0294,CARTER RD ,DIASCUND ESTATES,87200,0,87200,LANEXA,VA,23089,,0.0,V,,0.0,,,,,,,,,,,0.0,5.0,A1,,Paved
8671,10315,226363,K12-3859-2451,7150 PINE FORK RD ,N OF RT 610 LOT A,112300,237100,349400,QUINTON,VA,23141,2001-09-27,175000.0,I,,2001.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,2080.0,7.32,A1,"Well,Septic,Electric",Paved
8672,10316,226364,K13-0418-2555,7320 PINE FORK RD ,N OF RT 610,135600,343700,479300,QUINTON,VA,23141,2000-03-24,71250.0,V,,2000.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,3.0,2492.0,13.5,A1,"Well/Septic,Electric",Paved
8673,10317,226365,K13-1278-2715,EMMAUS CHURCH RD ,N OF RT 610,166500,0,166500,NEW KENT,VA,23124,2015-08-25,170000.0,V,GRANTEE OWNS ADJ LOT,0.0,,,,,,,,,,,0.0,23.073,A1,,Paved
8674,10318,226366,K32-2663-1789,7933 POINT LOOKOUT RD ,PLUM POINT,46800,98200,145000,WEST POINT,VA,23181,2001-08-24,15500.0,V,,2000.0,Doublewide 1996 - 2010,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1404.0,2.3e-05,A1,"Well,Septic,Electric",gravel
8675,10320,226368,K32-2779-1900,7955 POINT LOOKOUT RD ,PLUM POINT,52700,100600,153300,BARHAMSVILLE,VA,23011,2006-06-01,88000.0,I,,2001.0,Doublewide 1996 - 2010,C,Gable,Comp Shingle,Vinyl Siding,Electric,Unit/AC,Hardwood,3.0,2.0,1404.0,0.52,A1,"Well,Septic,Electric",gravel
8676,10322,226370,K32-2872-1777,7954 PENNSYLVANIA AV ,PLUM POINT,56800,167800,224600,WEST POINT,VA,23181,2011-06-15,104800.0,I,,2001.0,Modular 1996 & Newer,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,1.0,1368.0,0.66,A1,"Well,Septic,Electric",gravel
8677,10333,226372,K32-2746-1659,7950 PENNSYLVANIA AV ,PLUM POINT,50300,113600,163900,BARHAMSVILLE,VA,23011,2001-09-18,107000.0,I,,1999.0,Doublewide 1996 - 2010,C,Gable,Dimen Shingle,Vinyl Siding,Gas,Unit/AC,Carpet,3.0,2.0,1560.0,0.44,A1,"Well,Septic,Electric",gravel
8678,10334,226373,K32-2662-1581,7924 PENNSYLVANIA AV ,PLUM POINT,47800,88300,136100,WEST POINT,VA,23181,2000-11-28,15500.0,V,,2000.0,Doublewide 1996 - 2010,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1296.0,0.36,A1,"Well,Septic,Electric",gravel
8679,10336,226375,K32-2530-1453,7900 PENNSYLVANIA AV ,PLUM POINT,60800,119400,180200,BARHAMSVILLE,VA,23011,2016-06-15,112000.0,I,FORECLOSURE RESALE,2000.0,Doublewide 1996 - 2010,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,2.0,1620.0,0.89,A1,"Well,Septic,Electric",gravel
8680,10337,226378,K32-2544-1673,7921 POINT LOOKOUT RD ,PLUM POINT,49200,154700,203900,WEST POINT,VA,23181,2019-03-04,139900.0,I,,2005.0,Colonial,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Carpet,3.0,1.0,1308.0,0.5,A1,"Well,Septic,Gas/Electric",Dirt
8681,10338,226376,P06-2940-4413,12300 PARSLEY RD ,ADJ ALTON PARSLEY,76800,158000,234800,NEW KENT,VA,23124,2015-07-31,180000.0,I,DEED DATE 07/26/11; SIGNED BY GRANTORS 07/27/15,2001.0,Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1008.0,2.0,A1,"Well/Septic,Electric",Gravel
8682,10339,226377,P06-3251-4444,3295 HOPEWELL RD ,S OF HOPEWELL RD,79200,136700,215900,NEW KENT,VA,23124,2015-06-01,0.0,I,WILL BOOK; RIGHT OF SURVIVORSHIP; KEVIN D REDD PASSED AWAY 05/24/15,2000.0,Ranch,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1196.0,2.36,A1,"Well/Septic,Electric",Paved
8683,10340,226379,K32-1897-3281,8060 PLUM HILL LN ,PLUM POINT,73900,183600,257500,WEST POINT,VA,23181,2016-02-22,81500.0,I,FORECLOSURE RESALE,2002.0,Cape Cod,C,Gable,Comp Shingle,Vinyl Siding,Electric,Heat Pump,Laminate,3.0,2.0,1510.0,1.76,A1,"Well,Septic,Electric",gravel
8684,10341,226381,I29-1152-1421,17540 NEW KENT HW,ON POLISH RD LOT 1,86700,134700,221400,BARHAMSVILLE,VA,23011,2019-12-03,175000.0,I,,2003.0,Doublewide 1996 - 2010,C--,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Laminate,3.0,2.0,1716.0,3.48,A1,"Well,Septic,Electric",Paved
8685,10342,226380,I29-0693-1757,17420 NEW KENT HW ,ON N-K HWY LOT 1,81500,215700,297200,BARHAMSVILLE,VA,23011,2020-12-11,255000.0,I,,2020.0,Modern Ranch,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Heat Pump,Vinyl,3.0,2.0,1428.0,2.7,A1,,Paved
8686,10343,226382,H08-2534-3991,OFF TOE INK TE,PT OF WHITE HALL,66100,0,66100,RICHMOND,VA,23233,,0.0,,,0.0,,,,,,,,,,,0.0,1.5,A1,,No road
8687,10344,226384,E20-0669-2404,OFF MT PLEASANT RD,ADJ ADKINS,68500,0,68500,HAMPTON,VA,23663,2000-01-14,,I,,0.0,,,,,,,,,,,0.0,3.82,A1,,No road
8688,10345,226383,E20-1068-2470,3048 MT PLEASANT RD,ADJ ADKINS LOT 2,80600,149100,229700,PROVIDENCE FORGE,VA,23140,,0.0,,,2000.0,Doublewide 1996 - 2010,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,4.0,2.0,1976.0,3.82,A1,"Well,Septic,Electric",No road
8689,10346,226385,E25-0627-3315,N/A ,ADJ C W ALLEN,48600,0,48600,LANEXA,VA,23089,2013-04-26,4900.0,V,NOT ENOUGH MARKET EXPOSURE,0.0,,,,,,,,,,,0.0,2.78,A1,,No road
8690,10347,226386,E25-0552-3599,OFF N WATERSIDE DR ,ADJ C W ALLEN,47900,0,47900,LANEXA,VA,23089,2017-12-07,32500.0,V,,0.0,,,,,,,,,,,0.0,2.78,A1,,No road
8691,10348,226387,E25-0927-2954,15130 BLAYTON LN ,ADJ GUY AMORY,57100,263900,321000,LANEXA,VA,23089,2017-12-01,,I,GIFT OF DEED,2003.0,Cape Cod,C,Gable,Comp Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,3.0,2754.0,2.78,A1,"Well,Septic,Electric",gravel
8692,10349,226388,J07-1230-3367,7403 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,52500,257700,310200,QUINTON,VA,23141,2012-05-21,238000.0,I,,2003.0,Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,3.0,2020.0,0.51,R1,"Public Water,Septic,Electric",Paved
8693,10350,226389,J07-1274-3472,7411 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,51200,274000,325200,QUINTON,VA,23141,2019-07-31,280000.0,I,,2002.0,Colonial,C,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,5.0,3.0,2292.0,0.46,R1,"Public Water,Septic,Electric",Paved
8694,10351,226390,J07-1318-3573,7415 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,51400,256100,307500,QUINTON,VA,23141,2004-01-22,204950.0,I,,2003.0,Colonial,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Carpet,3.0,2.0,1930.0,0.47,R1,"Public Water,Septic,Electric",Paved
8695,10352,226391,J07-1370-3670,7431 FAIRWAY RIDGE DR ,FAIRWAY RIDGE,51200,240700,291900,QUINTON,VA,23141,2001-07-17,182035.0,I,,2001.0,Ranch,C++,Gable,Dimen Shingle,Vinyl Siding,Electric,Central,Hardwood,3.0,2.0,1984.0,0.46,R1,"Public Water,Septic,Electric",Paved
